Sample time,Sample number,Sample type,Arsenic Dissolved [Lab: 1] [VMV: 107942],Status(0),Unit code(0),Value modifier code(0),Carbon Dissolved Organic [Lab: -54] [VMV: 1067],Status(1),Unit code(1),Value modifier code(1),Mercury Dissolved [Lab: -54] [VMV: 108152],Status(2),Unit code(2),Value modifier code(2),Nitrogen Total Dissolved [Lab: -54] [VMV: 107191],Status(3),Unit code(3),Value modifier code(3),Oxygen Dissolved [Lab: 80] [VMV: 1124],Status(4),Unit code(4),Value modifier code(4),Oxygen Dissolved [Lab: -54] [VMV: 1124],Status(5),Unit code(5),Value modifier code(5),pH [Lab: -54] [VMV: 1075],Status(6),Unit code(6),Value modifier code(6),pH [Lab: -54] [VMV: 1111],Status(7),Unit code(7),Value modifier code(7),Phosphorus Total Dissolved [Lab: -54] [VMV: 15102],Status(8),Unit code(8),Value modifier code(8),Phosphorus Total Dissolved [Lab: -54] [VMV: 108160],Status(9),Unit code(9),Value modifier code(9),Salinity [Lab: -54] [VMV: 108946],Status(10),Unit code(10),Value modifier code(10),Salinity [Lab: -54] [VMV: 1318],Status(11),Unit code(11),Value modifier code(11),Specific Conductance [Lab: -54] [VMV: 2041],Status(12),Unit code(12),Value modifier code(12),Specific Conductance [Lab: -54] [VMV: 1126],Status(13),Unit code(13),Value modifier code(13),Temperature Water [Lab: 80] [VMV: 1125],Status(14),Unit code(14),Value modifier code(14),Temperature Water [Lab: -54] [VMV: 1125],Status(15),Unit code(15),Value modifier code(15)
2013-05-31 19:15:00,13PY005650,1,0.33000000,U,UG/L,,3.85000000,U,MG/L,,,,,,0.32500000,U,MG/L,,,,,,,,,,7.82000000,U,PH UNITS,,,,,,0.01220000,U,MG/L,,,,,,0.05000000,U,RATIO,,,,,,97.40000000,U,USIE/CM,,,,,,11.80000000,U,DEG C,,,,,
2013-06-14 18:25:00,13PY005747,1,0.28000000,U,UG/L,,2.59000000,U,MG/L,,,,,,0.22200000,U,MG/L,,,,,,,,,,7.78000000,U,PH UNITS,,,,,,0.01150000,U,MG/L,,,,,,0.05000000,U,RATIO,,,,,,98.10000000,U,USIE/CM,,,,,,13.00000000,U,DEG C,,,,,
2013-06-27 18:20:00,13PY005784,1,0.35000000,U,UG/L,,2.12000000,U,MG/L,,,,,,,,,,,,,,,,,,7.53000000,U,PH UNITS,,,,,,,,,,,,,,0.04000000,U,RATIO,,,,,,92.30000000,U,USIE/CM,,,,,,15.50000000,U,DEG C,,,,,
2013-07-11 18:35:00,13PY005819,1,0.33000000,U,UG/L,,2.15000000,U,MG/L,,,,,,0.18200000,U,MG/L,,,,,,10.15000000,U,MG/L,,7.66000000,U,PH UNITS,,,,,,0.01050000,U,MG/L,,,,,,0.04000000,U,RATIO,,,,,,91.90000000,U,USIE/CM,,,,,,17.50000000,U,DEG C,,,,,
2013-07-25 18:00:00,13PY005856,1,0.30000000,U,UG/L,,2.06000000,U,MG/L,,,,,,0.20300000,U,MG/L,,,,,,9.38000000,U,MG/L,,7.91000000,U,PH UNITS,,,,,,0.02410000,U,MG/L,,,,,,,,,,0.04000000,U,PPT,,95.00000000,U,USIE/CM,,,,,,19.50000000,U,DEG C,,,,,
2013-08-01 19:30:00,13PY005871,1,,,,,1.67000000,U,MG/L,,,,,,0.15600000,U,MG/L,,,,,,,,,,7.83000000,U,PH UNITS,,,,,,0.01480000,U,MG/L,,,,,,,,,,0.05000000,U,PPT,,96.80000000,U,USIE/CM,,,,,,,,,,,,,
2013-08-28 19:33:00,13PY005947,1,0.34000000,U,UG/L,,2.00000000,U,MG/L,,,,,,0.22200000,U,MG/L,,,,,,,,,,7.61000000,U,PH UNITS,,,,,,0.01490000,U,MG/L,,,,,,,,,,0.05000000,U,PPT,,101.00000000,U,USIE/CM,,,,,,19.90000000,U,DEG C,,,,,
2013-09-04 19:10:00,13PY005962,1,0.33000000,U,UG/L,,1.69000000,U,MG/L,,,,,,0.15000000,U,MG/L,,,,,,9.05000000,U,MG/L,,7.56000000,U,PH UNITS,,,,,,0.02450000,U,MG/L,,,,,,,,,,0.07000000,U,PPT,,151.00000000,U,USIE/CM,,,,,,20.00000000,U,DEG C,,,,,
2013-09-17 19:25:00,13PY005994,1,0.32000000,U,UG/L,,2.01000000,U,MG/L,,,,,,0.15900000,U,MG/L,,,,,,8.96000000,U,MG/L,,7.74000000,U,PH UNITS,,,,,,0.01440000,U,MG/L,,,,,,,,,,0.04000000,U,PPT,,95.60000000,U,USIE/CM,,,,,,20.60000000,U,DEG C,,,,,
2013-10-02 20:45:00,13PY006026,1,0.27000000,U,UG/L,,1.48000000,U,MG/L,,,,,,0.30900000,U,MG/L,,,,,,9.70000000,U,MG/L,,7.75000000,U,PH UNITS,,,,,,0.01490000,U,MG/L,,,,,,,,,,0.03000000,U,PPT,,76.60000000,U,USIE/CM,,,,,,12.20000000,U,DEG C,,,,,
2014-05-07 19:30:00,14PY005449,1,0.47000000,U,UG/L,,8.22000000,U,MG/L,,,,,,0.47300000,U,MG/L,,,,,,,,,,7.68000000,U,PH UNITS,,,,,,0.01590000,U,MG/L,,,,,,,,,,0.04000000,U,PPT,,99.00000000,U,USIE/CM,,,,,,,,,,9.50000000,U,DEG C,
2014-05-28 19:10:00,15PY005059,1,0.38000000,U,UG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-12 20:35:00,15PY005078,1,0.32000000,U,UG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-26 19:00:00,14PY005599,1,0.26000000,U,UG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-07 19:15:00,14PY005602,1,0.25000000,U,UG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-07 20:00:00,14PY005616,1,0.31000000,U,UG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-07 20:50:00,14PY005615,1,0.33000000,U,UG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-21 19:33:00,14PY005631,1,0.34000000,U,UG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04 18:57:00,14PY005759,1,0.31000000,U,UG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-18 19:22:00,14PY005799,1,0.32000000,U,UG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-02 20:00:00,14PY005846,1,0.29000000,U,UG/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-16 20:40:00,14PY005895,1,0.30000000,U,UG/L,,,,,,,,,,0.23000000,U,MG/L,,,,,,10.39000000,U,MG/L,,7.75000000,U,PH UNITS,,,,,,,,,,,,,,,,,,0.31000000,U,PPT,,633.00000000,U,USIE/CM,,,,,,,,,,13.10000000,U,DEG C,
2014-10-29 19:10:00,14PY005926,1,0.27000000,U,UG/L,,1.39000000,U,MG/L,,,,,,0.25200000,U,MG/L,,,,,,,,,,7.73000000,U,PH UNITS,,,,,,0.02470000,U,MG/L,,,,,,,,,,0.04000000,U,PPT,,93.80000000,U,USIE/CM,,,,,,,,,,11.20000000,U,DEG C,
2014-11-20 19:45:00,14PY006002,1,0.28000000,U,UG/L,,2.96000000,U,MG/L,,,,,,0.54800000,U,MG/L,,,,,,13.34000000,U,MG/L,,7.76000000,U,PH UNITS,,,,,,0.03480000,U,MG/L,,,,,,,,,,0.09000000,U,PPT,,195.00000000,U,USIE/CM,,,,,,,,,,4.50000000,U,DEG C,
2014-12-15 19:50:00,15PY005151,1,0.32000000,U,UG/L,,2.18000000,U,MG/L,,,,,,0.35800000,U,MG/L,,,,,,12.62000000,U,MG/L,,7.67000000,U,PH UNITS,,,,,,0.03030000,U,MG/L,,,,,,,,,,0.04000000,U,PPT,,87.30000000,U,USIE/CM,,,,,,,,,,5.00000000,U,DEG C,
2015-01-21 22:00:00,15PY005242,1,0.34000000,U,UG/L,,2.70000000,U,MG/L,,,,,,0.49200000,U,MG/L,,,,,,12.95000000,U,MG/L,,7.66000000,U,PH UNITS,,,,,,0.02700000,U,MG/L,,,,,,,,,,0.21000000,U,PPT,,442.00000000,U,USIE/CM,,,,,,,,,,4.50000000,U,DEG C,
2015-02-13 19:05:00,15PY005461,1,0.36000000,U,UG/L,,,,,,,,,,0.40000000,U,MG/L,,,,,,12.62000000,U,MG/L,,7.66000000,U,PH UNITS,,,,,,,,,,,,,,,,,,0.05000000,U,PPT,,113.00000000,U,USIE/CM,,,,,,,,,,6.30000000,U,DEG C,
2015-03-26 11:04:00,15PY005597,1,,,,,5.53000000,U,MG/L,,,,,,0.41200000,U,MG/L,,,,,,,,,,7.77000000,U,PH UNITS,,,,,,0.05490000,U,MG/L,,,,,,,,,,0.05000000,U,PPT,,106.00000000,U,USIE/CM,,,,,,,,,,7.70000000,U,DEG C,
2015-04-16 20:50:00,15PY005838,1,,,,,4.67000000,U,MG/L,,,,,,0.32200000,U,MG/L,,,,,,12.19000000,U,MG/L,,7.70000000,U,PH UNITS,,,,,,0.02970000,U,MG/L,,,,,,,,,,0.05000000,U,PPT,,117.00000000,U,USIE/CM,,,,,,,,,,9.00000000,U,DEG C,
2015-04-30 20:45:00,15PY005887,1,,,,,5.07000000,U,MG/L,,,,,,0.34900000,U,MG/L,,,,,,,,,,7.88000000,U,PH UNITS,,,,,,0.03310000,U,MG/L,,,,,,,,,,0.05200000,U,PPT,,112.00000000,U,USIE/CM,,,,,,,,,,10.10000000,U,DEG C,
